compiled_row_ordinal,cell_type,compiled_response,compiled_count,candidate_led_group_count,candidate_led_group_ordinals,comparison,derived_response,complete_window_count,response_abs_difference,amplitude_agrees,count_agrees,candidate_mean_min,candidate_mean_max
166,pR7,0.12652538764565283,5.0,1,[2749],one_led_group,0.12652538764565283,5,0.0,True,True,0.12652538764565283,0.12652538764565283
167,pR7,0.2539632801089767,49.0,1,[2750],one_led_group,0.2892733170555427,51,0.03531003694656604,False,False,0.2892733170555427,0.2892733170555427
168,pR7,0.15723311404147108,17.0,1,[2751],one_led_group,0.1572331140414711,17,2.7755575615628914e-17,True,True,0.1572331140414711,0.1572331140414711
169,pR7,0.7870579689737356,32.0,1,[2752],one_led_group,0.7870579689737356,32,0.0,True,True,0.7870579689737356,0.7870579689737356
170,pR7,0.8199801433865251,45.0,1,[2753],one_led_group,0.8199801433865251,45,0.0,True,True,0.8199801433865251,0.8199801433865251
171,pR7,0.25124626826546476,46.0,1,[2754],one_led_group,0.2878145820535866,48,0.036568313788121865,False,False,0.2878145820535866,0.2878145820535866
172,pR7,0.2600701812828087,18.0,1,[2755],one_led_group,0.2600701812828087,18,0.0,True,True,0.2600701812828087,0.2600701812828087
173,pR7,0.3671535681321603,11.0,1,[2756],one_led_group,0.21535676593478306,13,0.15179680219737726,False,False,0.21535676593478306,0.21535676593478306
174,pR7,0.13296620684868427,13.0,1,[2757],one_led_group,0.13296620684868424,13,2.7755575615628914e-17,True,True,0.13296620684868424,0.13296620684868424
175,pR7,0.3103906930595744,11.0,1,[2758],one_led_group,0.31039069305957445,11,5.551115123125783e-17,True,True,0.31039069305957445,0.31039069305957445
176,pR7,0.17661763488725285,59.0,1,[2759],one_led_group,0.21348152486965305,61,0.0368638899824002,False,False,0.21348152486965305,0.21348152486965305
177,pR7,0.14279467478397181,25.0,1,[2760],one_led_group,0.12982015079883302,27,0.012974523985138792,False,False,0.12982015079883302,0.12982015079883302
178,pR7,0.18955233138583655,24.0,1,[2761],one_led_group,0.18955233138583658,24,2.7755575615628914e-17,True,True,0.18955233138583658,0.18955233138583658
179,pR7,0.015787281881240827,13.0,1,[2762],one_led_group,0.01578728188124083,13,3.469446951953614e-18,True,True,0.01578728188124083,0.01578728188124083
180,pR7,0.014464928699278401,14.0,1,[2763],one_led_group,0.014464928699278401,14,0.0,True,True,0.014464928699278401,0.014464928699278401
