event,condition,policy,phase,visit,context,world,wiring,action,reward,donor_event,internal_reward,task_reward,envelope,before,after,accepted
s2202-b48-w1-yoked_internal-p2-c0-t28,s2202-b48-w1-yoked_internal,yoked_internal,2,28,0,179,0,2,0.9830361139630621,s2202-b48-w0-live_internal-p2-c0-t28,0.13621799909135457,0.9999999999825188,"{""action"": 2, ""context"": 0, ""nonce"": 152, ""phase"": 2, ""reward"": 0.9830361139630621, ""signature"": ""222b86246d2841625bd71ae2e4bd41bfdf7911f48acd5500f407a59918735b54""}",c3a164f7344cd0054f37e3804721e565c8b275a8c34d2cd420dcb3ad84adf9d7,ea41f9401a3dffa38346f37fd035341dc542dc2d68163d790106d30c1d552bdf,1
s2202-b48-w1-yoked_internal-p2-c1-t28,s2202-b48-w1-yoked_internal,yoked_internal,2,28,1,236,0,1,0.9644147820638264,s2202-b48-w0-live_internal-p2-c1-t28,0.09970022132545386,0.9999999999745957,"{""action"": 1, ""context"": 1, ""nonce"": 153, ""phase"": 2, ""reward"": 0.9644147820638264, ""signature"": ""2d10d620d2960e06213fea0b9cc5f31bf71536a57ae42f707867e4e7e4d5f0e1""}",b01821a1e1348b22402b933f50c96ec2075e9ca6828248200ee93cdbccab8f23,b4e671662186f8ba7246269a057a61d7d65124595327d6a1f5691f304242b3d3,1
s2202-b48-w1-yoked_internal-p2-c0-t29,s2202-b48-w1-yoked_internal,yoked_internal,2,29,0,189,0,2,0.9851329246170133,s2202-b48-w0-live_internal-p2-c0-t29,0.18520409303270058,0.9999999999897793,"{""action"": 2, ""context"": 0, ""nonce"": 154, ""phase"": 2, ""reward"": 0.9851329246170133, ""signature"": ""30622e7955bcd26a3747f96dd067f1923cae700f43b58f80eb81487e4a47ec93""}",dc45725ad2a1f57ad05cb2d2a71da68083f1183bb670ec727ee921c3a79cf25c,b5cbe3aa02366a027b9baf23cffd49d377ba2456f102c87a75c878c73497bb61,1
s2202-b48-w1-yoked_internal-p2-c1-t29,s2202-b48-w1-yoked_internal,yoked_internal,2,29,1,120,0,1,0.8965104857683105,s2202-b48-w0-live_internal-p2-c1-t29,0.7297478035012246,0.9999999999904476,"{""action"": 1, ""context"": 1, ""nonce"": 155, ""phase"": 2, ""reward"": 0.8965104857683105, ""signature"": ""b5658db98aad7c63979aa688c1cb4341c8ddc8df71236c8af5114393a980bc59""}",86e7d737004eadcf34f88b4f79726557328f7b0c72af29623525d21240e2b50e,647b82cb01b004b26ffc9eb7f02c960f44a9f2e46c97a7546c7fb9aa65dcbfdb,1
s2202-b48-w1-yoked_internal-p2-c0-t30,s2202-b48-w1-yoked_internal,yoked_internal,2,30,0,20,0,2,0.6669559857405204,s2202-b48-w0-live_internal-p2-c0-t30,0.8568354284612396,0.9999999998924919,"{""action"": 2, ""context"": 0, ""nonce"": 156, ""phase"": 2, ""reward"": 0.6669559857405204, ""signature"": ""e28fe18003a037c4aa1950b064c6679b9b154e01fc2b66acf74c883aa052c499""}",44319ab9c967dd4b976308e369bd7ff95a6e2002bc0ad0c8fd3e889b727aaace,76d74807085ef32928a8accebf7f0365ebc878d524e035354bce6375883cf805,1
s2202-b48-w1-yoked_internal-p2-c1-t30,s2202-b48-w1-yoked_internal,yoked_internal,2,30,1,94,0,1,0.9706391407687179,s2202-b48-w0-live_internal-p2-c1-t30,0.3424967979556349,0.9999999999914081,"{""action"": 1, ""context"": 1, ""nonce"": 157, ""phase"": 2, ""reward"": 0.9706391407687179, ""signature"": ""0965d8f9cc3562d712eb9aeb2f1bfc7759a2a679e45f18febcadcd7b084157e4""}",76ff82f31980225ec85b7b21fd77c038b948c634b1b00f5988bfeb3a4280284f,f035c6a4970784c2a64db93e5d88ee8cb43baeb64fa4cf92c2a3f0fb12a52f7b,1
s2202-b48-w1-yoked_internal-p2-c0-t31,s2202-b48-w1-yoked_internal,yoked_internal,2,31,0,144,0,1,0.2953399007748081,s2202-b48-w0-live_internal-p2-c0-t31,0.9967087303957063,0.9999999999837913,"{""action"": 1, ""context"": 0, ""nonce"": 158, ""phase"": 2, ""reward"": 0.2953399007748081, ""signature"": ""3a01328d0c407d82efd7813d6c6b8c07d5acd0888399a5f1113e111098b50222""}",9bfc18b0e956e552ef3d8ab905fd132c92986599660ba0319497991a21c754bc,770c210ec9f66c9849b5858ce90ca538b0c79d68d49cd206c4a2bf676ba80bb7,1
s2202-b48-w1-yoked_internal-p2-c1-t31,s2202-b48-w1-yoked_internal,yoked_internal,2,31,1,240,0,1,0.9944525200242426,s2202-b48-w0-live_internal-p2-c1-t31,0.5370397625061267,0.9999999998736904,"{""action"": 1, ""context"": 1, ""nonce"": 159, ""phase"": 2, ""reward"": 0.9944525200242426, ""signature"": ""bac977570621fad9c6187ab94517966975892aff3a1488c8102923cb2b412368""}",20c1c33ce68ff85f55080e4648806f33fa93ebf8b2c114fcc6388d7f2b9395d2,8a158d00e64cce41ad4674c2ebb75f86cd6651182d925cf7143a4fe2032dc655,1
s2202-b48-w1-yoked_internal-p2-c0-t32,s2202-b48-w1-yoked_internal,yoked_internal,2,32,0,152,0,2,0.6031795029711335,s2202-b48-w0-live_internal-p2-c0-t32,0.7190412212420922,0.9999999998294201,"{""action"": 2, ""context"": 0, ""nonce"": 160, ""phase"": 2, ""reward"": 0.6031795029711335, ""signature"": ""a86631f6e3d326149896c1700789eef8d89009b4800138308f29fd9a7adc0ec6""}",b31283d3cbf2a6ee1544a10cba002cd2fc8caee8d63b3e8b40106d0f15597937,106ccf7b1148f95eca7812c733378a037b0fd0d24e0172303c2da6f76f37b2af,1
s2202-b48-w1-yoked_internal-p2-c1-t32,s2202-b48-w1-yoked_internal,yoked_internal,2,32,1,90,0,1,0.6835023530355849,s2202-b48-w0-live_internal-p2-c1-t32,0.7283011493811339,0.9999999999849924,"{""action"": 1, ""context"": 1, ""nonce"": 161, ""phase"": 2, ""reward"": 0.6835023530355849, ""signature"": ""876188260f984fb20bf0b0a6ddf08080105655fbc39d26280cab4d29e944b30d""}",4aa36051bc1bcc78a31331437c72baf68506c9c27a8d8e4ea80438f40b48e714,57379a9a3bb511255471039ea1f099536e48883ed1efe5b14648f77e53dac648,1
s2202-b48-w1-yoked_internal-p2-c0-t33,s2202-b48-w1-yoked_internal,yoked_internal,2,33,0,54,0,2,0.9375793410197195,s2202-b48-w0-live_internal-p2-c0-t33,0.5035191236242333,0.999999999978337,"{""action"": 2, ""context"": 0, ""nonce"": 162, ""phase"": 2, ""reward"": 0.9375793410197195, ""signature"": ""154537fbe0c3d42ad109a65c3240a042fb357b970f340561b80bd43726ca3280""}",ad64ccffcc1e73f1bc7f2d7e63fe4b726cbc8d01373009a9a421b1916ba5f7cb,c50dc7029a31d38cc7dcd95489d19ec117af811899dc02c798fd7a2f27ec837b,1
s2202-b48-w1-yoked_internal-p2-c1-t33,s2202-b48-w1-yoked_internal,yoked_internal,2,33,1,200,0,1,0.9633014227549187,s2202-b48-w0-live_internal-p2-c1-t33,0.657799427733144,0.9999999998824497,"{""action"": 1, ""context"": 1, ""nonce"": 163, ""phase"": 2, ""reward"": 0.9633014227549187, ""signature"": ""f9f270530e8500052f1b98cc69af27454d72a9d38d098d3d29743b8903bd2faa""}",b07469d0e3f418d815c7da9ff671ed398e3c116810e3b4621b7b794dc7903dfd,ee73ba0cef3a77fcaabb661f655206d9221e647a2d889f7f21cbe533db0f5a44,1
s2202-b48-w1-yoked_internal-p2-c0-t34,s2202-b48-w1-yoked_internal,yoked_internal,2,34,0,62,0,2,0.989615560695473,s2202-b48-w0-live_internal-p2-c0-t34,0.3175103993899683,0.999999999894019,"{""action"": 2, ""context"": 0, ""nonce"": 164, ""phase"": 2, ""reward"": 0.989615560695473, ""signature"": ""59537c22fe103829d5571d03e2302b6167cfe5c9606ce470019c6b67823c3fe7""}",0877aa98ec8ee4e95b4fdd3bcf58faa0969bc65c0e98bba8bded9a2fd5e4de86,cd50cbe4242bcd072c4f62e58487eb4f04e8eef5667faf5d83a46fed5f7e73b8,1
s2202-b48-w1-yoked_internal-p2-c1-t34,s2202-b48-w1-yoked_internal,yoked_internal,2,34,1,81,0,1,0.9944987222633358,s2202-b48-w0-live_internal-p2-c1-t34,0.18773667158689145,0.00015148157613575908,"{""action"": 1, ""context"": 1, ""nonce"": 165, ""phase"": 2, ""reward"": 0.9944987222633358, ""signature"": ""618aba622ae06a43ae03a6b7104fb9451e60f57417620ac5187f038058851d2d""}",d8be6c3d041dff0abd034bfc9dbddfed37f77799a9f1188384831702f480afd2,48824b067b6bef01d4a950e345381effc3f4431ca38a8ffe9e8aa6580faad29c,1
s2202-b48-w1-yoked_internal-p2-c0-t35,s2202-b48-w1-yoked_internal,yoked_internal,2,35,0,185,0,2,0.9172933761493514,s2202-b48-w0-live_internal-p2-c0-t35,0.5499258321057005,0.9999999999139407,"{""action"": 2, ""context"": 0, ""nonce"": 166, ""phase"": 2, ""reward"": 0.9172933761493514, ""signature"": ""bfa2d2c9506d3fa29341b655a00e30b3b9e79d17c21207982b42982a1397fb05""}",54490d2834e45d0d2cc3c62c521f471499d843a5bbfbdbe3e2c99d9d01c8ed92,aaa3a0779bb8ef63b947afcc883163477b9714ffa869acb7bda0f985e8860182,1
s2202-b48-w1-yoked_internal-p2-c1-t35,s2202-b48-w1-yoked_internal,yoked_internal,2,35,1,86,0,2,0.8086648247958459,s2202-b48-w0-live_internal-p2-c1-t35,0.7707959467184944,0.9999999999849924,"{""action"": 2, ""context"": 1, ""nonce"": 167, ""phase"": 2, ""reward"": 0.8086648247958459, ""signature"": ""8fd998cad2ba8df73329753e59bb4774440a8af889140f80041f19b724c080a5""}",2fc186217fd8bb51ed7e8ca7344af9253d16d32beb5e9346e8f7f46d014a17f1,85c0d5da13357a5a5d72e6fc1db9cdb7938a8994b1b311168066bb6df08d054d,1
s2202-b48-w1-yoked_internal-p2-c0-t36,s2202-b48-w1-yoked_internal,yoked_internal,2,36,0,30,0,2,0.9832995001327395,s2202-b48-w0-live_internal-p2-c0-t36,0.2742669075545151,0.9999999999845884,"{""action"": 2, ""context"": 0, ""nonce"": 168, ""phase"": 2, ""reward"": 0.9832995001327395, ""signature"": ""167afdf49d0791856efcbcacd5216370afbec8efe444d428403bf34de7446b84""}",548847b41fe29734f523fb7e232f44303d6705fde7a3d7d33512370e6bdb4361,39f58d87380fedf458ce138050670dc962d2a26633df4bc7c061650da990b2d0,1
s2202-b48-w1-yoked_internal-p2-c1-t36,s2202-b48-w1-yoked_internal,yoked_internal,2,36,1,93,0,1,0.9902497266443117,s2202-b48-w0-live_internal-p2-c1-t36,0.14283992000238943,1.8879422762241305e-05,"{""action"": 1, ""context"": 1, ""nonce"": 169, ""phase"": 2, ""reward"": 0.9902497266443117, ""signature"": ""83e4aeeb9df1f77c217894226d96298b0a40f93eab5fcdb9aee37a7fc3b4bcd8""}",7b8c32c60c81c0271ef0122590a1465fb8cb8d48e7222a9cd8572c47d36caef3,8a68984f41e07cc1fe98a5280ad017d9a32384eac7e5fd32be23905b16ff3867,1
s2202-b48-w1-yoked_internal-p2-c0-t37,s2202-b48-w1-yoked_internal,yoked_internal,2,37,0,191,0,2,0.9950154607946413,s2202-b48-w0-live_internal-p2-c0-t37,0.24352708146050017,0.9999999999897387,"{""action"": 2, ""context"": 0, ""nonce"": 170, ""phase"": 2, ""reward"": 0.9950154607946413, ""signature"": ""802fd95b9a59d6be937354df481e4849feff853f9a2b11d858b216e78cf69ac4""}",d74f230629bfafd06f76fc8de4bedef893357a146590fa19f9b8fc0f5530d832,d1fe8444ea046e641e263b634202203abd0ff34477493fc09503cc10d99ef862,1
s2202-b48-w1-yoked_internal-p2-c1-t37,s2202-b48-w1-yoked_internal,yoked_internal,2,37,1,103,0,1,0.6877386401315803,s2202-b48-w0-live_internal-p2-c1-t37,0.4978290300775724,0.9999999999868238,"{""action"": 1, ""context"": 1, ""nonce"": 171, ""phase"": 2, ""reward"": 0.6877386401315803, ""signature"": ""29542f5e5dcf5f8dec54b4d71f47e192a696a13a1ef9689085e2a0d980ad1117""}",939d74b6008dfc915567880bce8a90129340c5b1020d36ee5da8ffc6e9843739,a1a927b76a1d238584025f61e23de2031ec9109e898365f4841e275b8381436b,1
s2202-b48-w1-yoked_internal-p2-c0-t38,s2202-b48-w1-yoked_internal,yoked_internal,2,38,0,133,0,2,0.9953048704484838,s2202-b48-w0-live_internal-p2-c0-t38,0.2523957795549737,3.235868336515235e-05,"{""action"": 2, ""context"": 0, ""nonce"": 172, ""phase"": 2, ""reward"": 0.9953048704484838, ""signature"": ""babf17370cf020ae433c86792903c9f1d958e6c70b5fea15465ef033405febd8""}",95d2f8b76990d1cef2f0d9dbe2e06f17e85d0dd4792dd7d2f22202b0fb5049f0,19461a7358cd9013e0658cc06e21e23591f020b9e6e8e91afee4ebe5a2459dfa,1
s2202-b48-w1-yoked_internal-p2-c1-t38,s2202-b48-w1-yoked_internal,yoked_internal,2,38,1,222,0,1,0.9870505204715976,s2202-b48-w0-live_internal-p2-c1-t38,0.42443961987920353,1.6916548648326923e-05,"{""action"": 1, ""context"": 1, ""nonce"": 173, ""phase"": 2, ""reward"": 0.9870505204715976, ""signature"": ""876ae1b2f4e3f5b23f844995e4402624dbe4d7c4fa288cc1122e94392c15514e""}",53940d96557834511aae674de136c36afc222b13b477f3c9d5009d861bc9ce76,94bcab576848c6ea063144ebfc01a14973b8f67f0427211ff2169b0794b528b5,1
s2202-b48-w1-yoked_internal-p2-c0-t39,s2202-b48-w1-yoked_internal,yoked_internal,2,39,0,35,0,0,0.7822440680514142,s2202-b48-w0-live_internal-p2-c0-t39,0.7822440680514142,0.999999999963149,"{""action"": 0, ""context"": 0, ""nonce"": 174, ""phase"": 2, ""reward"": 0.7822440680514142, ""signature"": ""c44e10dce4f4d1a60da3ec3ab65165579dde8485d3f0b0e35dfa995fe01925f1""}",005bd57b724b94374b912bfd2b57b3dd51fcbc0552a5e2bafc95a5997d475a4e,410b4f943f7952aad13af452dc6fef081ef9dabbd2fa11f3e7583d73ebd4581c,1
s2202-b48-w1-yoked_internal-p2-c1-t39,s2202-b48-w1-yoked_internal,yoked_internal,2,39,1,214,0,0,0.21464208031863996,s2202-b48-w0-live_internal-p2-c1-t39,0.21464208031863996,0.00020239148617151592,"{""action"": 0, ""context"": 1, ""nonce"": 175, ""phase"": 2, ""reward"": 0.21464208031863996, ""signature"": ""faa8e32f62cbc2ccc530985dbb2c98ce8663ebcbabfb2ccbda9ff09d348424d2""}",24e4d617cbe95a98b6e4a9f5d4cb0704a5d559cdfb9353695282a1e1e23d4de7,07a123d2714bc8f5e47efeb8c85c49b6b7378f49592e2417a1b966ab15a6c7cc,1
s2202-b48-w1-yoked_internal-p2-c0-t40,s2202-b48-w1-yoked_internal,yoked_internal,2,40,0,139,0,2,0.97882025786713,s2202-b48-w0-live_internal-p2-c0-t40,0.4411020320555308,0.00019766239979457367,"{""action"": 2, ""context"": 0, ""nonce"": 176, ""phase"": 2, ""reward"": 0.97882025786713, ""signature"": ""6ea1d63cec971fd8d958cc5b7c12699b86c9d32191be4f2956b49d2b19f0bd6e""}",0d724ad11623195c4d68cedb4c6bb69df8a86ee446ed081eeb003538ebb18b9b,b04d65be9231966ed2917810719b32cc06b03b5c1b8b924903cb10c551f511b4,1
s2202-b48-w1-yoked_internal-p2-c1-t40,s2202-b48-w1-yoked_internal,yoked_internal,2,40,1,228,0,1,0.8673205352082387,s2202-b48-w0-live_internal-p2-c1-t40,0.8576874161606906,0.999999999960518,"{""action"": 1, ""context"": 1, ""nonce"": 177, ""phase"": 2, ""reward"": 0.8673205352082387, ""signature"": ""49d2b04af2cce2765f4c7e70c5238796ed5cde41b77567f0ea9695cc32c34454""}",659e2c3dbc93d914fc5377fd179a10b6082510142335e264d4468e7ad41ff134,89174de90ad87a945c6ef9e62be44ffe9daeba3f3bfdadf34831e594d51419ae,1
s2202-b48-w1-yoked_internal-p2-c0-t41,s2202-b48-w1-yoked_internal,yoked_internal,2,41,0,183,0,2,0.8658381519861823,s2202-b48-w0-live_internal-p2-c0-t41,0.6925233378857076,0.9999999999890503,"{""action"": 2, ""context"": 0, ""nonce"": 178, ""phase"": 2, ""reward"": 0.8658381519861823, ""signature"": ""7f5b5a2b63348bff7540ab4d0f92a320eb34a773cadc80a27fea3fe864a9c6c3""}",c23e431f85f71de7eb004621bf56850d1ddbdad4c22806336990b424e6cdab4b,638a91d25fc4520a9d85246c45a2ad2c0a94a7086117de747f9e1bfb9f002d99,1
s2202-b48-w1-yoked_internal-p2-c1-t41,s2202-b48-w1-yoked_internal,yoked_internal,2,41,1,232,0,1,0.6121742188002316,s2202-b48-w0-live_internal-p2-c1-t41,0.5958243850038627,0.9999999998758029,"{""action"": 1, ""context"": 1, ""nonce"": 179, ""phase"": 2, ""reward"": 0.6121742188002316, ""signature"": ""0b31cf84ab55487118d7005a14998615abfb48cff3b19b01ff6eb7059254e3a8""}",55456d122205443c031a0a976b448cdcb680a7789c91f837015647330330f8dd,8b0b3395967aead24d221d041ee6572aa4edaa14fa883901b25569e3b34f4278,1
s2202-b48-w1-yoked_internal-p2-c0-t42,s2202-b48-w1-yoked_internal,yoked_internal,2,42,0,3,0,2,0.9946292548122173,s2202-b48-w0-live_internal-p2-c0-t42,0.16587356987845214,0.9999999990582821,"{""action"": 2, ""context"": 0, ""nonce"": 180, ""phase"": 2, ""reward"": 0.9946292548122173, ""signature"": ""160fbb47557ed12adab159768368400f2b45f2e922b66a03e4a1a885b6fa7a44""}",8a84b973e3719329623e28b1548dbc1ec1cfe83d12b0def41cf309b41554bf82,ec2abb3cb013a60a2f4fe44c5344cbd8c61587d1ad89bc8f92d5f84c89754639,1
s2202-b48-w1-yoked_internal-p2-c1-t42,s2202-b48-w1-yoked_internal,yoked_internal,2,42,1,82,0,1,0.9642282209037939,s2202-b48-w0-live_internal-p2-c1-t42,0.31333935513271316,0.9999999999392947,"{""action"": 1, ""context"": 1, ""nonce"": 181, ""phase"": 2, ""reward"": 0.9642282209037939, ""signature"": ""b9f5d3f4254405518211fc138bcfdd286d83df8b03871fa5d4b0a64baf6be375""}",4fc14ba36f347bf2f57a193cd3fbd7861159136e3eb27297c8c0d78e720953a8,bb5699beaef993868af20d193e66d8ab077a724e5b6b10fdeb2d38efd61f570a,1
s2202-b48-w1-yoked_internal-p2-c0-t43,s2202-b48-w1-yoked_internal,yoked_internal,2,43,0,154,0,1,0.6706676646902057,s2202-b48-w0-live_internal-p2-c0-t43,0.7284571778495852,0.999999999672063,"{""action"": 1, ""context"": 0, ""nonce"": 182, ""phase"": 2, ""reward"": 0.6706676646902057, ""signature"": ""298019ee243f46137436206c865f84e17da89d90ef18c534827ba54f32fa1a16""}",1a3e2be0c55b794d6a010453dd813d94103c6e55348951d533fc31d141dc893d,2ed56c3dfb830d6735e4ad10b13bd55a9a329485b63516c1bf6d7c9f2e34b6be,1
s2202-b48-w1-yoked_internal-p2-c1-t43,s2202-b48-w1-yoked_internal,yoked_internal,2,43,1,248,0,1,0.8757042633605338,s2202-b48-w0-live_internal-p2-c1-t43,0.5263395699715793,0.9999999999897345,"{""action"": 1, ""context"": 1, ""nonce"": 183, ""phase"": 2, ""reward"": 0.8757042633605338, ""signature"": ""0ef58cd9caf229b01f2308a18dd935bbc0cc5cb789c073df21199ac8dd3ff47a""}",cec77f8a3ef60b15785f66fd7130b5f744fb30a5723305483036e8beb0df6ade,226262dd7ef5830a75ddd3e5040c80a720048fa346078b02882465b8afc814c0,1
s2202-b48-w1-yoked_internal-p2-c0-t44,s2202-b48-w1-yoked_internal,yoked_internal,2,44,0,147,0,2,0.986756837103922,s2202-b48-w0-live_internal-p2-c0-t44,0.44455902143932335,0.9999999982720584,"{""action"": 2, ""context"": 0, ""nonce"": 184, ""phase"": 2, ""reward"": 0.986756837103922, ""signature"": ""935d35abc562f063f63e86501278c2f83a7b5a2a7ca1bb72d1c91c356670050c""}",91cad17796becb64574f08a0bdf33d451e17e4af62fc1a5f51e1cbdba25c817d,a580995886f2da69b0a5b63130fc318b82594ea14c1ea6a0310c1051b9a83462,1
s2202-b48-w1-yoked_internal-p2-c1-t44,s2202-b48-w1-yoked_internal,yoked_internal,2,44,1,244,0,1,0.9027994204988959,s2202-b48-w0-live_internal-p2-c1-t44,0.5808162732978663,0.999999999949712,"{""action"": 1, ""context"": 1, ""nonce"": 185, ""phase"": 2, ""reward"": 0.9027994204988959, ""signature"": ""9553c38f080c79bc118ee69902be179301522edc1366c6bb7fc12551839442a4""}",2aa76dbdc27836cc01636cb043eb59d0d8c099f1e8ef461abee14ce50bd57f1a,81dd98433a8cdc7ce6d07d654f96cda0351b85272be7159571fdb4d784470aed,1
s2202-b48-w1-yoked_internal-p2-c0-t45,s2202-b48-w1-yoked_internal,yoked_internal,2,45,0,161,0,2,0.9670751655523496,s2202-b48-w0-live_internal-p2-c0-t45,0.166994939834893,5.2626950393541705e-05,"{""action"": 2, ""context"": 0, ""nonce"": 186, ""phase"": 2, ""reward"": 0.9670751655523496, ""signature"": ""31bd03e6e7e9ebbd48a58e907ce10e3bab088577da1cd41b8a37701d115e06c6""}",ff54c86f2b2672ccbdb36efa78d497df977facf99a41a45e36eff10d72e0d5ac,3142a3915b0d130c0b2f96d6c706223b26b4f5755b7b6b15ca8d531ba9bd229b,1
s2202-b48-w1-yoked_internal-p2-c1-t45,s2202-b48-w1-yoked_internal,yoked_internal,2,45,1,204,0,1,0.9772439731552364,s2202-b48-w0-live_internal-p2-c1-t45,0.28004321261661225,0.9999999999739108,"{""action"": 1, ""context"": 1, ""nonce"": 187, ""phase"": 2, ""reward"": 0.9772439731552364, ""signature"": ""b5faae58b708d17bd0ae8a1315d94cd7eb465695d34f01a1c61c6b4c1d6a945a""}",940fe344df2b89ec7243dc799abd3e535bc4e745ff0fe93b02b778094994e8b7,3909dfd564d94e9c6dc80eab5c4512e0f74792a61b88d6a61cc98e82dfb7ca9c,1
s2202-b48-w1-yoked_internal-p2-c0-t46,s2202-b48-w1-yoked_internal,yoked_internal,2,46,0,45,0,2,0.9694627436579362,s2202-b48-w0-live_internal-p2-c0-t46,0.2953376629756225,0.999999999990864,"{""action"": 2, ""context"": 0, ""nonce"": 188, ""phase"": 2, ""reward"": 0.9694627436579362, ""signature"": ""c9800563917f1445372a4e77757648b772f16b1a61e4a7380231ade3d331eac7""}",d0743d0b19f7e7cd5e3681126a95011cff72a79eb576ee3df30b60722b2480a8,d359c8c5e704542bcba70ff164d38edc90561f808b70c370c9db580eabd4644e,1
s2202-b48-w1-yoked_internal-p2-c1-t46,s2202-b48-w1-yoked_internal,yoked_internal,2,46,1,210,0,1,0.9417535361414864,s2202-b48-w0-live_internal-p2-c1-t46,0.21464208031863996,0.00020239148617151592,"{""action"": 1, ""context"": 1, ""nonce"": 189, ""phase"": 2, ""reward"": 0.9417535361414864, ""signature"": ""eaeeb4603f0e8e1706329b8232b42f93d820aae22315e323a78a7231efac6324""}",75fbd94036fb53df74078811e1059ea2188deb19147fd381056d5f0b6d20797c,df692229c8b6dff2a61682152ddceac9af875a999dea9ab7312c5cafb3e1f9b4,1
s2202-b48-w1-yoked_internal-p2-c0-t47,s2202-b48-w1-yoked_internal,yoked_internal,2,47,0,24,0,2,0.6135773171888568,s2202-b48-w0-live_internal-p2-c0-t47,0.821155300000375,0.9999999999840387,"{""action"": 2, ""context"": 0, ""nonce"": 190, ""phase"": 2, ""reward"": 0.6135773171888568, ""signature"": ""230ea06f480238fea5de824f5c7c595ac019e424dea99c725576ae915a16365b""}",2ac14334ed45b8b9510db277bca4f9b369e32452e6c6a24197d9b19b60d94dcb,9fe21d4eb50fe7d53b0fe19c4c75b5fa52ef8957684e9a56863acd703fbe34b4,1
s2202-b48-w1-yoked_internal-p2-c1-t47,s2202-b48-w1-yoked_internal,yoked_internal,2,47,1,205,0,2,0.10714797334492487,s2202-b48-w0-live_internal-p2-c1-t47,0.8973739559323533,0.9999999978759834,"{""action"": 2, ""context"": 1, ""nonce"": 191, ""phase"": 2, ""reward"": 0.10714797334492487, ""signature"": ""22e29565cc6e0f8d33e6fb5a2d4f8ca99796e202941902b16a463dedd74d70d8""}",b484096b8a22462016c0474c24db3c4a0417350f28290d4f33d20df0d57d427c,9c68d84fbcfd88572cc92bd46da7f886a2cc4e2f6812393682ac6e22b220f937,1
s2202-b48-w0-constant_feedback-p1-c0-t0,s2202-b48-w0-constant_feedback,constant_feedback,1,0,0,41,0,0,0.5,,0.31896099167680014,0.9999999997664618,"{""action"": 0, ""context"": 0, ""nonce"": 0, ""phase"": 1, ""reward"": 0.5, ""signature"": ""8b389e5f505c1ae4f5b7f3155bf513293b95ca4b5f9fb2af677c44883ae23537""}",e8066f0cfb69a0c4deea75cfdbf6cc27bbf45b01824375816c4d4a6f52a79e25,640b0875703258e54be056abba4be229496955f992bb5e086f084d0e7ba7bf72,1
s2202-b48-w0-constant_feedback-p1-c1-t0,s2202-b48-w0-constant_feedback,constant_feedback,1,0,1,235,0,0,0.5,,0.3038593200354448,0.9999999999813086,"{""action"": 0, ""context"": 1, ""nonce"": 1, ""phase"": 1, ""reward"": 0.5, ""signature"": ""859090530e7836617cb23a4d908292f8209ca8d4524da169d07ff88c117d3655""}",18f0205479ef499c7ed94465bd466d77f2328ea7394ae35a6534cef242863df7,5edb01420e8eeb6e151b36dee5012aa63770a241232e9a6ed949e5aad132d5df,1
s2202-b48-w0-constant_feedback-p1-c0-t1,s2202-b48-w0-constant_feedback,constant_feedback,1,1,0,143,0,1,0.5,,0.9845000031206275,0.9999999995799561,"{""action"": 1, ""context"": 0, ""nonce"": 2, ""phase"": 1, ""reward"": 0.5, ""signature"": ""a010c3838fd57f4a544e3ede08386d3762e2cd2b1691934a57205d882f476bb9""}",606a2fa191a307bb7794bee63fadf25dc9c442c512b903c28b689c06bacc8801,eed8e4e38ac3f2f1921d4d69135305898cd1da9188e02cb8ac969cb758e6dad7,1
s2202-b48-w0-constant_feedback-p1-c1-t1,s2202-b48-w0-constant_feedback,constant_feedback,1,1,1,95,0,1,0.5,,0.21837112731540131,0.9999999999902878,"{""action"": 1, ""context"": 1, ""nonce"": 3, ""phase"": 1, ""reward"": 0.5, ""signature"": ""fc7fdc3760e574bc686110bac5a961c2e6d527aaf7f993c4c3ad3775b1f5891a""}",beaa648abf3b8be16d142c869c7fdb6cf2153550932b76cbd28f71da83a94a18,db3b577e2111d20cb1624d2eba02d49112141a4c9e710a95cce3b26b9438ab2f,1
s2202-b48-w0-constant_feedback-p1-c0-t2,s2202-b48-w0-constant_feedback,constant_feedback,1,2,0,129,0,2,0.5,,0.18686091704900998,7.214935373844877e-05,"{""action"": 2, ""context"": 0, ""nonce"": 4, ""phase"": 1, ""reward"": 0.5, ""signature"": ""e978413d4d5be8fd5bc12db648a1b5b3fcac1ef12b06799d615d2ae651300c08""}",8a8c51437ba370cd32c0b51f9c73ac95af05c569143e12f20776dec054e32c6f,02c4376b5236aeb7a9603eaf2fc1c5be4bd7d426baed8434b8f6b591c33c1b42,1
s2202-b48-w0-constant_feedback-p1-c1-t2,s2202-b48-w0-constant_feedback,constant_feedback,1,2,1,112,0,2,0.5,,0.9823922144229137,0.9999999999915812,"{""action"": 2, ""context"": 1, ""nonce"": 5, ""phase"": 1, ""reward"": 0.5, ""signature"": ""8873245d3455194d85fcdac231b01ad9b1938fee5362e22708637f7e1d083644""}",9e100f1197d92e99568b3a22eab1e98e710833994a5860a88e865e12ebaaf5d5,131c6f2edbe6041cbcf41b42eaef90b9b830a223d4602a5e472b191656c1bb07,1
